"fac","hospital_name","folder_name","filename","local_path","doc_date","classification","confidence","reasoning","prescreen","ocr_time_s","llm_time_s","word_count","text_preview"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2017-02-22_board_minutes.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2017-02-22_board_minutes.pdf","2017-02-22","MinutesOnly","high","The document contains a Board of Directors header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,10.76,6.89,700,"Minutes of the Meeting of the MICs Board of Directors Wednesday, February 22"", 2017 — 1800 Hours Via videoconference @ MICs Boardrooms (AGH Lead Site) ANSON GENERAL HOSPITAL Johanne Edwards — Chair Pa"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2017-03-22_board_minutes.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2017-03-22_board_minutes.pdf","2017-03-22","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,8.69,6.73,700,"Minutes of the Meeting of the MICs Board of Directors Wednesday, March 22"", 2017 — 1800 Hours Via videoconference @ MICs Boardrooms (LMH Lead Site) ANSON GENERAL HOSPITAL Johanne Edwards — Chair Patri"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2022-06-22_board_minutes_v2.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2022-06-22_board_minutes_v2.pdf","2022-06-22","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed as present, and ends with a closing statement.",NA,5.83,6.88,700,"MINUTES MICs Annual General Meeting Wednesday, June 22, 2022 — 1800 Hours Via Zoom (AGH Lead Site) R_ [Susan Nekon=VieGhar ——=SCSC~“‘“*S*S*S*“‘“S*S*S*S*~“‘~‘“~*~*~“~*~*~*~*~*Y (Wecant- Treasurer OSOCS"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2023-06-28_board_minutes.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2023-06-28_board_minutes.pdf","2023-06-28","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed as present, and ends at the adjournment statement.",NA,5.04,6.72,700,"MINUTES MICs Annual General Meeting Wednesday, June 28, 2023 — 1800 Hours Via Zoom (AGH Lead Site) |vacant—Teasurer SSCS ([Wecant-TreasurerSOSCSC—C—CSCSC“C‘“‘“‘“‘;<CSCt*”r --- PAGE BREAK --- MICs Annu"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2024-06-26_board_minutes_v2.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2024-06-26_board_minutes_v2.pdf","2024-06-26","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed as present, and ends at an adjournment statement.",NA,5.11,6.7,700,"MICs Annual General Meeting June 26, 2024 MINUTES MICs Annual General Meeting Wednesday, June 26, 2024 — 1800 Hours Legion Hall, Iroquois Falls and via Teams (AGH Lead Site) —|vacant=—Treasurer SSCS 1"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2019-06-26_board_minutes_v2.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2019-06-26_board_minutes_v2.pdf","2019-06-26","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed as present, and ends at an adjournment statement.",NA,11.93,6.64,700,"MINUTES MICs Annual General Meeting Wednesday, June 26"", 2019 — 1800 Hours The Royal Canadian Legion, Iroquois Falls _[Nacant—VieeChar—SOSCSC“C“S*S*SCSC‘“‘“‘“‘<CS~* (_[Wecant=Treasurer OCS“; COS*d ---"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2016-06-22_board_minutes.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2016-06-22_board_minutes.pdf","2016-06-22","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block listing named individuals who were present at the meeting, and ends with a closing statement.",NA,5.84,6.77,700,"MINUTES MICs Annual General Meeting Wednesday, June 22"", 2016 — 1800 Hours Lion’s Den, Iroquois Falls Guests --- PAGE BREAK --- MICs Annual General Meeting June 22"", 2016 1. CALL TO ORDER e J. Edwards"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2020-06-25_board_minutes.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2020-06-25_board_minutes.pdf","2020-06-25","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,6.43,6.88,700,"MINUTES MICs Annual General Meeting Thursday, June 25, 2020 — 1800 Hours Via Zoom R_[Roy Onlock—TreasuerSOSCSC—“—SCSC“C—C—C‘“‘“‘<;<; CY —R [Jenny Gibson Municipal Representaive————SSSSOSOS—SSCSCSCSY R"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2017-06-21_board_minutes_v2.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2017-06-21_board_minutes_v2.pdf","2017-06-21","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed as present, and ends with a closing statement (the adjournment) without any content outside the minutes record.",NA,4.26,7.3,700,"MINUTES MICs Annual General Meeting Wednesday, June 21*', 2017 — 1800 Hours Black River-Matheson Family Lodge --- PAGE BREAK --- MICs Annual General Meeting June 21°, 2017 1. CALL TO ORDER e B. Dennis"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2021-06-23_board_minutes_v2.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2021-06-23_board_minutes_v2.pdf","2021-06-23","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed, and ends at an adjournment statement.",NA,5.61,6.53,700,"MINUTES MICs Annual General Meeting Wednesday, June 23, 2021 — 1800 Hours Via Zoom (Wecant= Treasurer OOSCSC—CSCSC“CS~C‘“CSsC“‘~*Y _[Nacant—VieeChar—SOSCSC“C“S*S*SCSC‘“‘“‘“‘<CS~* (_[Wecant=Treasurer O"
"685","MICS Group IROQUOIS FALLS ANSON GENERAL","685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL","2018-06-20_board_minutes_v2.pdf","roles/minutes/outputs/extracted/685_MICS_GROUP_IROQUOIS_FALLS_ANSON_GENERAL/2018-06-20_board_minutes_v2.pdf","2018-06-20","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed as present, and ends with a closing statement.",NA,10.68,6.57,700,"MINUTES MICs Annual General Meeting Wednesday, June 20"", 2018 — 1800 Hours The Pavilion, Cochrane --- PAGE BREAK --- MICs Annual General Meeting June 20"", 2018 1. CALL TO ORDER e P. Dorff called the m"
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2025-09-23_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2025-09-23_board_minutes.pdf","2025-09-23","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,6.78,7.38,700,"Board Approval Received: 2025 10 28 Providence Nema tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital TIME/DATE: September 23, 2025 at 6:00 p.m. A"
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2025-10-28_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2025-10-28_board_minutes.pdf","2025-10-28","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header, an explicit attendance block with named individuals listed as 'Present:', and ends with a closing statement.",NA,4.64,7.27,700,"Board Approval Received: 2025 11 25 Providence nema c tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: October 28, 2025 a"
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2025-11-25_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2025-11-25_board_minutes.pdf","2025-11-25","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header, an explicit attendance block with named individuals listed, and ends at the adjournment statement.",NA,4.95,7,700,". Board Approval Received: 2026 01 27 Item 2.0 Providence BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: November 25, 2025 "
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2025-06-10_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2025-06-10_board_minutes.pdf","2025-06-10","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,10.22,7.78,700,"Board Approval Received: 2025 09 23 Providence seme tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: June 10, 2025 at 4:3"
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2025-05-27_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2025-05-27_board_minutes.pdf","2025-05-27","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header with an explicit attendance block, and the content is entirely within the opening and closing boundaries.",NA,6.27,7.28,700,"Board Approval Received: 2025 06 10 Providence nema C tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: May 27, 2025 at 6:"
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2025-04-22_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2025-04-22_board_minutes.pdf","2025-04-22","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,5.05,7.36,700,"Board Approval Received: 2025 05 27 Providence nema tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: April 22, 2025 at 5:"
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2025-01-28_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2025-01-28_board_minutes.pdf","2025-01-28","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header, an explicit attendance block labeled 'ATTENDEES:', and ends with a closing statement.",NA,6.75,7.03,700,"Board Approval Received: 2025 02 25 Providence nema C tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: January 28, 2025 a"
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2025-02-25_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2025-02-25_board_minutes.pdf","2025-02-25","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,4.35,7.5,700,"Board Approval Received: 2025 03 25 Pr wid Item 2.0 c Cae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: February 25, 2025 "
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2025-03-25_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2025-03-25_board_minutes.pdf","2025-03-25","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header, an explicit attendance block labeled 'ATTENDEES:', and ends at the natural end of the minutes record with no content outside the opening and closing boundaries.",NA,3.52,8.05,700,"Board Approval Received: 2025 04 22 Providence nema c tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: March 25, 2025 at "
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2024-09-24_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2024-09-24_board_minutes.pdf","2024-09-24","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header with a past meeting date, an explicit attendance block immediately following the header, and ends with a closing statement.",NA,4.84,7.22,700,"Board Approval Received: 2024 10 22 Providence nema C tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: September 24, 2024"
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2024-10-22_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2024-10-22_board_minutes.pdf","2024-10-22","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,4.22,7.56,700,"Board Approval Received: 2024 11 26 Providence Nema c tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: October 22, 2024 a"
"695","KINGSTON PROVIDENCE CARE HOSPITAL","695_KINGSTON_PROVIDENCE_CARE_HOSPITAL","2024-11-26_board_minutes.pdf","roles/minutes/outputs/extracted/695_KINGSTON_PROVIDENCE_CARE_HOSPITAL/2024-11-26_board_minutes.pdf","2024-11-26","MinutesOnly","high","The document contains a 'BOARD OF DIRECTORS’ OPEN MEETING' header, an explicit attendance block with named individuals listed as present and in attendance, and ends at an adjournment statement.",NA,3.66,7.4,700,"Board Approval Received: 2025 01 28 Providence semen C tae BOARD OF DIRECTORS’ OPEN MEETING MINUTES LOCATION: Providence Boardroom at Providence Care Hospital and MS Teams TIME/DATE: November 26, 2024"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2015-01-01_board_minutes_yearonly.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2015-01-01_board_minutes_yearonly.pdf","2015-01-01","SomethingElse","high","The document contains a FAQ format and does not have an attendance block or a closing statement, indicating it is not a record of a full board meeting.",NA,61.36,62.22,700,"| oy a J 4 ey | — A =N / “ =~ | = 4 : “ “es —— ET = | fe e —S Information and Privacy Commissioner of Ontario Commissaire a l'information et a la protection de la vie privée de |'Ontario --- PAGE BREA"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2024-01-01_board_minutes_yearonly.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2024-01-01_board_minutes_yearonly.pdf","2024-01-01","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,49.1,6.47,700,": Si _ a ® _ J eld oat awe » a \ ef NY ' Ns 7 : P Vv “ 7S 2024/2025 Community Report --- PAGE BREAK --- Mackenzie Health is defining the future of health care in York Region — leading with purpose, pl"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2023-01-01_board_minutes_yearonly.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2023-01-01_board_minutes_yearonly.pdf","2023-01-01","SomethingElse","high","The document lacks an explicit attendance block with named individuals present at the meeting.",NA,31.18,5.11,700,"WA WA 2 4 "" ™ . i) P \ (ee ‘ hows ie * al AYA Ese t » iitie mn i ‘' rit ») | ‘ 2 | Z a < + Yd ; SS oP < =~ — SS a] \\ ae ~ e } ; ty A 0 Sp. : A | | 1 ? = 7 - “a a ee --- PAGE BREAK --- —Je We have mad"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2021-01-01_board_minutes_yearonly.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2021-01-01_board_minutes_yearonly.pdf","2021-01-01","SomethingElse","high","The document contains a summary format title 'MILESTONES AND HIGHLIGHTS' and does not have an explicit attendance block immediately following the Board of Directors header.",NA,25,6.56,700,"qj ac : hp ij snes! [ Face sii ns J Direct Splash : Mi i -_ = Pp, i) (P . ~~? Y IF va * y/ ad f, Wf fi a fj) A hed — f <= f it / f) ~ $ f fi a: : a ff —_ | / 7 / ys / i we y/ a . od , 7 7 Le = ~ > = e"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2019-01-01_board_minutes_yearonly.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2019-01-01_board_minutes_yearonly.pdf","2019-01-01","SomethingElse","high","The document lacks an explicit attendance block with named individuals listed in sequence beneath or beside a label such as 'Present:', 'In Attendance:', 'Members Present:', or 'Directors Present:'.",NA,38.56,6.7,700,"' — = > — ——— Cri: a y -. _ a e | —_— WG % \ ? \ . "" ae \ . Wi 5 my a } } a ~ y = CREATING THE : ULTIMATE IN we HEALTH CARE a COMMUNITY REPORT 2019-2020 --- PAGE BREAK --- As we reflect on the past ye"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","UNKNOWN_DATE_001_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/UNKNOWN_DATE_001_board_minutes.pdf",NA,"SomethingElse","high","The document lacks an explicit attendance block immediately following the Board of Directors header.",NA,8.05,6.88,700,"IV Mackenzie Health REPORT UNDER THE FIGHTING AGAINST FORCED LABOUR AND CHILD LABOUR IN SUPPLY CHAINS ACT FINANCIAL YEAR ENDED MARCH 31, 2025 --- PAGE BREAK --- NA Mackenzie d Health Table of Contents"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2025-10-16_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2025-10-16_board_minutes.pdf","2025-10-16","MinutesOnly","high","Document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,4.98,6.79,700,"0 NA Mackenzie Health Board of Directors Open Meeting Minutes October 16, 2025 Mackenzie Richmond Hill Hospital Members Mr. John Fursey, Mr. Joseph Amato, Dr. Khizer Amin, Ms. Azi Boloorchi, Mr. Dev C"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2025-06-19_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2025-06-19_board_minutes.pdf","2025-06-19","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,4.17,7.13,700,"? AN Mackenzie Health Board of Directors Open Meeting Minutes June 19, 2025 Teams Meeting Members Mr. John Fursey, Mr. Joseph Amato, Dr. Khizer Amin, Ms. Azi Boloorchi, Mr. Dev Chopra, Ms. Heidi Franc"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2025-05-29_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2025-05-29_board_minutes.pdf","2025-05-29","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed beneath it, and ends with a closing statement (the adjournment of the meeting) without any content outside the opening and closing boundaries.",NA,7.53,7.83,700,"0 NA Mackenzie Health Board of Directors Open Meeting Minutes May 29, 2025 Mackenzie Richmond Hill Hospital Members Ms. Stephanie Zee, Mr. Joseph Amato, Ms. Azi Boloorchi, Mr. Dev Chopra, Mr. John Fur"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2025-03-27_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2025-03-27_board_minutes.pdf","2025-03-27","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,5.03,6.83,700,"0 NA Mackenzie Health Board of Directors Open Meeting Minutes March 27, 2025 Cortellucci Vaughan Hospital Members Ms. Stephanie Zee, Mr. Joseph Amato, Ms. Azi Boloorchi, Mr. Dev Chopra, Mr. John Furse"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2025-02-13_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2025-02-13_board_minutes.pdf","2025-02-13","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed in sequence beneath the label 'Members', and ends at an adjournment statement.",NA,3.3,7.14,700,"0 NA Mackenzie Health Board of Directors Open Meeting Minutes February 13, 2025 Mackenzie Health Richmond Hill Hospital Members Ms. Fay Lim-Lambie, Mr. Joseph Amato, Ms. Azi Boloorchi, Mr. Dev Chopra,"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2024-12-05_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2024-12-05_board_minutes.pdf","2024-12-05","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,4.48,6.89,700,"0 NA Mackenzie Health Board of Directors Open Meeting Minutes December 5, 2024 Mackenzie Health Richmond Hill Hospital Members Ms. Fay Lim-Lambie, Mr. Joseph Amato, Ms. Azi Boloorchi, Mr. John Fursey,"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2024-10-10_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2024-10-10_board_minutes.pdf","2024-10-10","MinutesOnly","high","Document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed beneath it, and ends at an adjournment statement.",NA,4.52,6.64,700,"0 NA Mackenzie Health Board of Directors Open Meeting Minutes October 10, 2024 Cortellucci Vaughan Hospital/Teams Meeting Members Ms. Stephanie Zee, Mr. Joseph Amato, Dr. Khizer Amin, Mr. John Fursey,"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2024-06-13_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2024-06-13_board_minutes.pdf","2024-06-13","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,3.84,7.13,700,"? AN Mackenzie Health Board of Directors Open Meeting Minutes June 13, 2024 Teams Meeting Members Ms. Stephanie Zee, Mr. Joseph Amato, Ms. Azi Boloorchi, Mr. Dev Chopra, Mr. John Fursey, Mr. Peter Har"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2024-05-23_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2024-05-23_board_minutes.pdf","2024-05-23","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed beneath it, and ends at an adjournment statement.",NA,7.14,6.73,700,"0 NA Mackenzie Health Board of Directors Open Meeting Minutes May 23, 2024 Cortellucci Vaughan Hospital/Teams Meeting Members Ms. Fay Lim-Lambie, Mr. Joseph Amato, Ms. Azi Boloorchi, Mr. Dev Chopra, M"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2024-03-27_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2024-03-27_board_minutes.pdf","2024-03-27","MinutesOnly","high","The document contains a 'Board of Directors' header with a past meeting date, an explicit attendance block immediately following the header, and ends at an adjournment statement.",NA,5.39,6.91,700,"0 NA Mackenzie Health Board of Directors Open Meeting Minutes March 27, 2024 Cortellucci Vaughan Hospital/Teams Meeting Members Ms. Fay Lim-Lambie, Mr. Joseph Amato, Ms. Azi Boloorchi, Mr. Dev Chopra,"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2024-02-01_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2024-02-01_board_minutes.pdf","2024-02-01","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed beneath the label 'Members Ms.', and ends at an adjournment statement.",NA,3.06,7.08,700,"0 NA Mackenzie Health Board of Directors Open Meeting Minutes February 1, 2024 Cortellucci Vaughan Hospital/Teams Meeting Members Ms. Fay Lim-Lambie, Mr. Joseph Amato, Ms. Azi Boloorchi, Mr. Dev Chopr"
"701","RICHMOND HILL MACKENZIE HEALTH","701_RICHMOND_HILL_MACKENZIE_HEALTH","2023-12-07_board_minutes.pdf","roles/minutes/outputs/extracted/701_RICHMOND_HILL_MACKENZIE_HEALTH/2023-12-07_board_minutes.pdf","2023-12-07","MinutesOnly","high","The document contains a 'Board of Directors' header, an explicit attendance block with named individuals listed beneath the label 'Members Ms.', and ends at an adjournment statement.",NA,6.96,6.91,700,"] INA Mackenzie Health Board of Directors Open Meeting Minutes December 7, 2023 Mackenzie Richmond Hill Hospital, Corporate Boardroom #1301 Members Ms. Fay Lim-Lambie, Mr. Joseph Amato, Ms. Azi Boloor"
